Id,IsCancelled,PreviousBookingsNotCancelled,PreviousCancellations,TotalSpecialRequests,BookingChanges,StaysWeekendNights,StaysWeekNights
12258,1,0,0,0,0,2,1
51725,1,0,0,0,0,1,1
32587,0,0,0,1,0,1,3
67153,1,0,0,0,0,2,2
20070,0,0,0,0,0,0,1
14010,0,5,0,0,0,0,2
12093,1,0,0,1,0,0,1
115278,0,0,0,0,0,0,1
3073,0,0,0,1,0,0,1
31733,0,0,0,3,0,1,5
98352,0,0,0,3,0,0,1
86036,0,0,0,0,0,0,1
29862,0,0,0,0,0,0,1
40048,0,0,0,1,0,0,1
86547,0,0,0,1,0,1,4
93311,0,0,0,1,0,0,3
33383,0,0,0,0,0,0,1
6292,1,0,0,0,0,2,3
39717,0,0,0,0,0,0,2
80163,0,0,0,0,0,2,1
14330,1,0,25,0,0,1,5
102874,0,0,0,2,0,2,2
96746,0,0,0,1,1,0,1
106912,0,0,0,0,0,2,2
27670,0,0,0,2,2,2,5
20821,0,0,0,0,0,2,5
92966,0,0,0,1,0,0,1
1576,0,0,0,0,0,3,7
116411,0,0,0,0,0,2,4
8010,1,0,0,0,0,2,3
54127,1,0,0,1,0,1,3
44803,0,0,0,0,0,0,3
111685,0,0,0,1,0,2,1
40022,1,0,0,0,0,1,3
94123,0,0,0,1,0,2,3
89424,0,0,0,1,0,0,1
73828,1,0,1,0,0,1,1
115948,0,0,0,1,0,0,1
88234,0,0,0,1,0,0,2
101932,0,0,0,2,0,1,3
40259,1,0,0,0,0,2,1
75204,1,0,1,0,0,2,2
74092,1,0,1,0,0,2,3
61143,1,0,0,1,0,1,3
85828,0,0,0,0,0,1,0
37785,0,0,0,0,1,0,1
5592,1,0,0,0,0,2,0
62260,1,0,0,0,0,3,5
117130,0,0,0,1,0,1,2
30675,0,0,0,1,0,1,2
17453,1,2,0,0,0,0,1
47515,1,0,0,0,0,1,3
56180,1,0,0,3,0,1,4
48313,0,0,0,0,0,2,4
33898,0,0,0,0,1,1,1
50130,1,0,0,0,0,0,1
3437,1,0,0,2,0,2,1
13258,1,0,0,1,0,0,2
111921,0,0,0,2,0,0,3
43180,0,0,0,0,0,0,3
36703,0,0,0,0,1,1,1
101895,0,0,0,0,1,2,2
51323,0,0,0,0,1,0,3
102502,0,0,0,0,0,0,1
5318,1,0,0,1,0,0,4
63707,1,0,0,0,2,1,2
46050,0,0,0,1,1,0,2
24042,0,0,0,5,0,2,5
93150,0,0,0,1,0,2,5
28451,0,0,0,0,1,0,1
28894,0,0,0,2,0,2,5
117018,0,0,0,0,0,2,2
106266,0,0,0,1,1,0,2
106053,0,0,0,2,0,0,0
75431,1,0,1,0,0,0,2
3673,0,0,0,0,0,0,4
62302,1,0,0,0,0,0,2
82930,0,0,0,0,1,0,4
54487,1,0,0,1,1,0,1
74712,1,0,1,0,0,0,2
86960,0,0,0,0,0,0,1
115110,0,0,0,2,0,2,1
20779,0,0,0,0,1,0,3
66408,1,0,0,0,0,1,3
3415,1,0,0,0,0,2,1
92307,0,6,0,0,1,1,0
16389,0,0,0,1,0,0,2
112505,0,0,0,0,0,2,4
93783,0,0,0,0,0,1,2
53501,1,0,0,0,0,0,2
11482,1,0,0,2,0,2,5
89142,0,0,0,0,1,0,2
101512,0,0,0,1,0,0,1
3843,1,0,0,1,0,1,0
52961,1,0,0,0,1,1,2
101353,0,0,0,1,2,1,2
5019,0,0,0,0,1,1,1
27170,0,0,0,0,1,4,10
94611,0,0,0,1,0,0,1
35410,0,0,0,0,0,0,4
115991,0,0,0,1,2,0,3
98324,0,0,0,1,0,1,3
111545,0,0,0,1,0,0,3
38930,0,0,0,3,1,2,5
56113,1,0,0,0,0,1,0
43718,1,0,0,0,0,2,2
92897,0,0,0,0,0,1,4
8309,1,0,0,0,0,1,0
95851,0,0,0,1,0,0,1
82376,0,0,0,0,0,0,1
84494,0,0,0,0,0,0,1
113867,0,0,0,0,0,1,3
29207,0,0,0,2,0,0,2
19181,0,0,0,1,0,0,2
107179,0,0,0,0,0,0,1
116445,0,0,0,0,0,0,2
49114,1,0,0,0,2,1,3
77453,0,0,0,1,0,0,3
118037,0,0,0,2,2,0,1
30445,0,0,0,1,0,1,1
41069,0,0,0,2,0,1,2
42161,1,0,0,2,0,0,1
82122,1,0,1,0,0,0,2
98374,0,0,0,2,0,2,5
7135,1,0,0,1,1,1,4
104460,0,0,0,1,1,1,3
75773,1,0,1,0,0,1,1
67287,1,0,0,2,0,0,3
110412,0,0,0,1,0,0,4
5582,0,0,0,1,0,2,5
43977,0,0,0,0,0,1,3
86721,0,0,0,2,0,2,1
83732,0,0,0,0,0,2,2
16549,0,0,0,2,0,2,5
34870,0,0,0,0,3,1,3
681,0,0,0,1,0,2,3
72359,1,0,0,2,0,2,1
12261,1,0,0,0,0,2,5
55137,1,0,0,0,0,2,2
69298,1,0,0,0,0,0,3
88653,0,0,0,1,0,1,3
21196,0,1,0,2,1,0,1
49763,1,0,0,0,0,2,2
103484,0,0,0,1,1,0,3
20946,0,0,0,0,0,1,0
34411,0,0,0,1,0,1,0
50793,1,0,0,0,0,1,3
91149,0,0,0,0,1,0,2
90843,0,0,0,2,0,0,1
93353,0,0,0,1,0,0,2
103516,0,0,0,1,0,2,4
25418,0,0,0,1,0,4,10
63682,1,0,0,2,0,2,2
61485,1,0,0,0,0,1,2
113903,0,0,0,0,0,0,3
33899,0,0,0,2,1,2,5
15798,0,0,0,0,2,1,2
41670,0,0,0,0,0,0,2
87963,0,0,0,1,0,1,2
70491,1,0,0,0,0,0,3
110103,0,0,0,1,0,1,2
80368,1,0,1,0,0,0,1
51954,1,0,0,0,0,0,1
96928,0,0,0,0,0,0,2
65309,1,0,0,0,0,1,3
51210,0,0,0,0,0,0,3
39134,0,0,0,1,0,1,5
19934,0,0,0,2,0,0,2
87637,0,4,1,0,0,0,2
103909,0,0,0,2,1,1,0
3926,1,0,0,0,0,1,0
49920,1,0,0,1,1,2,5
37696,0,0,0,2,0,0,1
64651,1,0,0,0,0,0,2
72321,1,0,0,0,0,0,0
4383,1,0,0,0,0,0,1
65350,1,0,0,2,0,0,3
67069,1,0,0,0,0,2,1
68849,1,0,0,0,0,0,2
73046,1,0,0,3,0,0,3
23637,0,0,0,0,0,0,3
107082,0,0,0,0,0,1,3
96121,0,0,0,2,0,0,2
78405,0,0,0,0,0,2,1
81546,1,0,1,0,0,1,0
116663,0,0,0,1,0,0,1
9100,1,0,0,1,0,2,5
113094,0,0,0,0,0,0,2
118004,0,0,0,1,0,1,2
49933,1,0,0,0,0,0,4
13500,1,0,0,2,1,1,4
108127,0,0,0,1,0,0,3
70151,1,0,0,0,0,0,1
90225,0,0,0,1,0,1,2
55732,1,0,0,0,0,2,5
69358,1,0,0,0,0,0,3
1679,0,0,0,0,0,0,1
36448,0,0,0,1,0,2,5
108804,0,0,0,1,0,2,2
88841,0,0,0,1,0,0,3
100712,0,0,0,2,0,1,3
7051,1,0,0,0,0,2,4
110860,0,0,0,0,2,0,1
63135,1,0,0,0,4,1,2
30897,0,0,0,0,0,1,3
80845,0,14,0,2,0,0,1
36511,0,0,0,0,0,0,1
39184,0,0,0,1,0,1,5
106284,0,0,0,0,0,0,3
78525,0,0,0,0,0,0,1
100411,0,0,0,0,0,0,1
36069,0,0,0,1,0,0,1
63941,1,0,0,0,0,1,1
23974,0,0,0,0,0,2,5
16241,0,0,0,0,2,2,4
109471,0,0,0,1,0,0,3
58546,1,0,0,0,0,1,2
46772,1,0,0,1,0,0,2
17873,0,5,0,0,0,0,1
20350,0,0,0,1,0,0,1
40814,1,0,0,0,0,2,1
46688,1,0,0,0,0,0,3
51056,1,0,0,0,0,0,2
105561,0,1,0,0,0,0,1
58591,1,0,0,1,0,2,2
86872,0,0,0,2,0,2,3
3733,0,0,0,2,0,2,5
81767,0,0,0,1,0,2,1
44758,0,0,0,0,0,0,3
80440,0,2,0,3,0,0,1
45315,0,0,0,0,1,1,2
98639,0,0,0,3,0,2,2
52509,1,0,0,0,0,0,2
104648,0,0,0,1,0,0,2
1923,0,0,0,0,0,2,5
102150,0,0,0,1,0,2,4
42754,0,0,0,0,0,0,2
29385,0,0,0,1,1,1,4
105880,0,0,0,0,0,0,1
25184,0,0,0,0,0,0,3
4840,1,0,0,0,0,0,3
67932,1,0,0,0,0,0,2
84660,0,0,0,1,0,0,2
106126,0,0,0,0,0,1,3
83384,0,0,0,0,0,0,1
99401,0,0,0,0,0,2,1
48400,1,0,0,1,0,1,5
27811,0,0,0,0,0,0,4
28404,0,0,0,0,1,2,5
47706,1,0,0,0,0,1,1
14605,0,11,1,4,1,0,3
73547,1,0,1,0,0,0,2
33058,0,0,0,1,0,1,0
29802,0,0,0,0,0,1,3
35014,0,0,0,1,1,0,1
41665,1,0,0,0,0,0,2
46950,1,0,0,0,0,2,5
3716,1,0,0,1,0,0,2
51585,1,0,0,0,0,0,2
19335,0,0,0,0,0,2,2
41350,0,0,0,0,0,0,2
48543,1,0,0,0,0,0,2
46673,0,0,0,1,0,1,3
97684,0,0,0,4,3,1,1
55115,1,0,0,2,0,0,1
103762,0,0,0,2,0,1,3
101809,0,0,0,0,0,2,1
30686,0,0,0,0,0,0,2
11015,1,0,0,1,0,2,5
23165,0,1,0,1,0,0,2
56774,1,0,0,1,0,2,1
18213,0,0,0,1,1,0,2
89581,0,0,0,0,0,0,1
106630,0,0,0,0,0,1,4
6444,1,0,0,2,0,2,5
101645,0,0,0,0,0,0,1
13693,1,0,0,2,0,0,2
50259,1,0,0,0,0,0,3
84238,0,0,0,1,1,0,1
31641,0,0,0,0,1,1,2
10968,1,0,0,1,0,2,3
65809,1,0,0,0,0,0,3
110722,0,0,0,0,1,0,1
26911,0,0,0,0,0,2,1
103121,0,0,0,0,1,0,5
62967,1,0,0,0,0,0,3
4376,1,0,0,0,0,2,9
96095,0,0,0,0,0,2,2
88070,0,0,0,0,0,0,1
50033,1,0,0,1,0,0,3
107253,0,0,0,1,0,1,3
9919,1,0,0,1,0,0,1
8892,1,0,0,0,0,2,2
19651,0,0,0,0,0,1,0
31526,0,0,0,0,2,1,1
51543,1,0,0,0,0,0,1
30182,0,0,0,1,0,0,2
84023,0,0,0,1,0,2,2
41000,0,0,0,0,1,0,2
172,1,0,0,0,0,1,3
22853,0,0,0,1,0,1,2
54949,1,0,0,0,0,2,8
102871,0,0,0,0,0,2,0
24952,0,0,0,1,0,1,4
31198,0,0,0,0,1,0,2
92937,0,0,0,1,0,0,2
13889,0,1,0,0,0,1,1
81330,1,0,1,0,0,2,0
43580,0,0,0,0,0,0,2
7685,1,0,0,0,0,2,5
68772,1,0,0,0,0,0,2
40735,0,0,0,1,0,2,2
21562,0,0,0,1,0,0,0
41164,0,0,0,1,0,2,3
33980,0,0,0,0,1,4,10
85424,0,0,0,1,0,0,3
79800,1,0,1,0,0,0,2
75146,1,0,1,0,0,2,2
12136,1,0,0,0,1,4,5
103643,0,0,0,0,0,2,1
14961,0,0,0,0,1,2,6
15576,0,0,0,1,0,1,4
107490,0,0,0,0,0,0,1
102733,0,0,0,0,0,2,2
69014,1,0,0,0,0,2,1
98137,0,0,0,1,0,2,1
88652,0,0,0,0,0,0,3
95465,0,0,0,0,0,1,5
56512,1,0,0,0,0,1,2
1787,0,0,0,0,1,4,10
74220,1,0,1,0,0,0,1
97637,0,0,0,2,0,2,1
26182,0,0,0,1,0,2,4
61803,1,0,0,2,0,4,12
78455,0,0,0,0,0,0,1
50916,1,0,0,0,0,0,1
48841,1,0,0,0,0,0,2
112797,0,0,0,1,0,2,2
109522,0,0,0,0,0,0,4
42275,1,0,0,0,0,0,2
106142,0,0,0,0,0,2,3
573,1,0,0,1,0,1,3
17983,0,0,0,1,0,0,1
42091,0,0,0,0,0,0,2
43135,0,0,0,0,1,0,1
33974,0,0,0,1,0,2,5
51397,1,0,0,0,0,2,1
92441,0,0,0,1,2,0,2
91316,0,0,0,1,0,2,0
95625,0,0,0,4,0,1,1
103962,0,0,0,0,1,0,1
113127,0,0,0,0,0,1,2
112773,0,0,0,0,4,2,5
6014,0,0,0,0,2,1,5
25426,0,0,0,1,1,2,5
5466,0,0,0,0,0,1,1
69970,1,0,0,0,0,1,3
86898,0,0,0,0,0,0,2
65775,1,0,0,0,0,0,4
80782,0,0,0,0,0,2,5
67084,1,0,0,0,0,2,1
108616,0,0,0,0,0,0,3
29639,0,0,0,0,0,2,7
18161,0,0,0,0,1,0,2
17493,0,0,0,2,0,0,1
6574,0,0,0,0,0,0,3
1520,0,0,0,0,0,0,4
83979,0,0,0,0,0,0,1
66948,1,0,0,0,0,0,2
21331,0,0,0,0,0,0,4
77561,0,0,0,1,0,1,0
91542,0,0,0,1,0,0,3
74259,1,0,1,0,0,0,1
88185,0,8,0,0,0,0,1
110296,0,0,0,1,1,1,3
51511,0,0,0,0,1,0,3
52666,1,0,0,0,0,0,2
48068,1,0,0,0,0,2,2
47036,1,0,0,0,0,2,1
10263,1,0,0,0,0,0,2
44352,0,0,0,0,0,0,2
35706,0,0,0,1,0,1,0
79691,1,0,1,0,0,2,1
46389,1,0,0,0,0,0,1
10556,1,0,0,0,0,0,2
52744,1,0,0,0,0,2,1
92791,0,0,0,1,0,0,3
5444,1,0,0,0,0,2,2
19511,0,1,0,0,0,0,1
8173,0,0,0,1,1,2,5
35431,0,0,0,1,0,1,4
78764,1,0,1,0,0,0,2
84988,0,0,0,0,0,0,2
109721,0,0,0,1,0,2,2
13411,1,0,0,1,0,2,5
416,0,0,0,0,0,0,2
1698,0,0,0,1,1,2,3
57235,1,0,0,0,0,1,0
70240,1,0,0,0,0,0,1
72702,1,0,0,0,0,1,1
86023,0,0,0,0,0,0,1
108592,0,0,0,1,0,0,2
72407,1,0,0,0,0,2,1
3835,1,0,0,1,0,0,3
39186,0,0,0,0,0,1,5
31310,0,0,0,1,0,2,7
112216,0,0,0,1,0,1,2
149,0,0,0,1,1,2,5
71104,1,0,0,1,0,0,3
74004,1,0,1,0,0,1,1
46268,1,0,0,0,0,4,6
23017,0,0,0,0,0,0,1
22520,0,2,0,0,0,0,1
36509,0,0,0,1,0,3,7
35794,0,0,0,0,1,2,5
84554,0,21,0,0,1,1,2
98770,0,0,0,0,0,0,2
71424,1,0,0,1,1,0,2
60882,1,0,0,0,0,0,3
64661,1,0,0,0,0,0,2
37447,0,0,0,0,2,2,5
31234,0,0,0,1,1,0,2
16338,0,0,0,0,0,1,1
63908,1,0,0,0,0,2,1
55969,1,0,0,1,0,0,2
32835,0,0,0,0,0,0,1
5914,1,0,0,0,0,0,2
84792,0,0,0,0,0,2,1
31808,0,0,0,2,1,2,5
24877,0,0,0,2,0,2,5
3134,1,0,0,0,0,0,3
91373,0,0,0,1,0,0,1
68288,1,0,0,0,0,0,1
102548,0,0,0,0,0,0,1
87456,0,0,0,1,0,0,4
112162,0,0,0,1,0,1,1
79489,0,0,0,0,0,0,1
107978,0,0,0,1,0,2,2
10071,1,0,0,0,0,0,2
108103,0,0,0,0,1,0,2
79875,0,0,0,0,0,0,1
64270,1,0,0,0,0,1,2
108135,0,0,0,0,0,0,4
93407,0,0,0,4,0,2,4
6819,1,0,0,0,0,2,5
24352,0,0,0,0,0,2,3
65275,1,0,0,0,0,2,5
58175,1,0,0,0,0,1,0
6147,0,0,0,0,0,1,1
13826,0,10,0,0,1,0,2
53131,1,0,0,1,0,0,3
86135,0,0,0,1,0,2,4
14514,1,0,3,2,0,1,4
11987,1,0,0,0,0,1,2
29596,0,4,0,1,1,1,1
38352,0,0,0,2,0,2,8
94207,0,0,0,2,0,2,2
88484,0,0,0,1,0,2,1
21589,0,0,0,0,0,2,5
89549,0,0,0,0,2,0,1
87757,0,0,0,1,0,0,3
28985,0,0,0,0,0,2,2
63146,1,0,0,0,0,1,3
110503,0,0,0,1,0,0,3
113369,0,0,0,0,0,0,3
9338,1,0,0,0,0,2,1
101294,0,0,0,1,0,1,3
4598,0,0,0,0,1,0,3
17173,0,0,0,0,1,2,5
20535,0,0,0,0,0,0,1
32183,0,0,0,1,0,0,2
103346,0,0,0,2,0,2,2
95972,0,0,0,1,0,1,4
50817,1,0,0,0,1,0,1
4254,1,0,0,2,0,1,1
85097,0,0,0,1,0,1,0
76327,1,0,1,0,0,2,4
50684,0,0,0,1,0,0,4
22636,0,0,0,0,0,1,5
96910,0,0,0,0,1,0,5
91533,0,0,0,1,0,2,4
14580,1,0,1,0,0,1,1
113300,0,0,0,0,1,2,2
30826,0,0,0,2,0,2,4
53791,1,0,0,0,0,1,2
46621,0,0,0,1,0,1,1
891,1,0,0,0,0,2,5
31235,0,0,0,1,0,0,2
107212,0,0,0,1,0,0,1
74996,1,0,1,0,0,1,3
79710,0,0,0,2,0,1,0
70320,1,0,0,0,0,1,1
67931,1,0,0,0,0,0,2
100166,0,0,0,0,0,2,1
28814,0,0,0,2,1,1,3
64581,1,0,0,0,0,0,4
77741,0,1,0,0,0,1,2
113885,0,0,0,1,0,0,3
67834,1,0,0,2,0,0,3
86592,0,0,0,0,2,0,3
64298,1,0,0,0,0,0,3
12736,1,0,0,1,0,2,5
4020,1,0,0,0,0,0,2
24213,0,0,0,0,0,0,4
111744,0,0,0,0,0,0,1
47501,1,0,0,0,0,1,3
27768,0,0,0,0,1,0,1
19425,0,0,0,1,0,1,2
67908,1,0,0,0,0,0,1
51458,1,0,0,0,0,1,2
52700,0,0,0,1,0,1,2
29888,0,1,0,0,0,0,1
68293,1,0,0,0,0,0,1
91801,0,0,0,3,1,2,2
49250,1,0,0,0,0,0,4
61362,1,0,0,0,0,2,3
110857,0,0,0,0,0,1,3
89751,0,0,0,0,0,1,1
3155,1,0,0,0,0,0,2
76506,1,10,2,1,0,0,1
85446,0,0,0,0,0,0,2
79287,1,0,1,2,0,0,1
50785,1,0,0,0,0,1,3
54964,1,0,0,0,0,0,2
5140,1,0,0,0,0,0,2
95446,0,0,0,1,0,1,2
1725,0,0,0,0,0,0,1
19719,0,2,0,0,0,0,2
87478,0,0,0,0,0,1,5
66154,1,0,0,0,0,0,2
52937,1,0,0,0,0,0,2
10833,1,0,0,2,0,1,1
103322,0,0,0,0,0,2,3
43083,0,0,0,0,0,0,2
65355,1,0,0,1,0,0,3
79152,0,0,0,0,0,0,2
26079,0,0,0,1,0,0,1
73717,1,0,1,0,0,1,1
29034,0,0,0,1,0,2,1
106769,0,0,0,1,0,1,2
68002,1,0,0,0,0,1,2
67959,1,0,0,0,0,0,2
74514,1,0,1,0,0,1,1
104315,0,0,0,0,1,0,1
24807,0,1,0,0,0,2,7
38755,0,0,0,0,0,0,1
44553,0,0,0,2,0,0,3
30159,0,0,0,0,0,0,1
19320,0,0,0,0,0,0,4
20949,0,1,0,0,0,0,1
4570,1,0,0,0,0,0,3
9669,1,0,0,1,0,1,2
93781,0,0,0,1,1,1,2
101082,0,0,0,2,0,2,2
16146,0,0,0,0,2,1,4
75544,1,0,1,0,0,0,1
20176,0,0,0,1,0,1,1
52389,1,0,0,0,0,0,2
61598,1,0,0,0,0,0,2
578,1,0,0,0,0,1,4
34385,0,0,0,0,3,1,4
72006,1,0,0,2,0,0,4
32363,0,0,0,0,0,2,5
93808,0,0,0,1,0,1,3
14470,1,0,24,0,0,0,2
42377,1,0,0,0,0,2,1
104206,0,0,0,2,0,1,0
112830,0,0,0,0,0,2,5
35531,0,0,0,0,0,1,3
49450,1,0,0,0,0,2,3
41905,0,0,0,0,0,2,0
86551,0,0,0,0,0,0,1
18764,0,0,0,0,0,0,3
80382,1,0,1,0,0,0,1
63480,1,0,0,0,0,0,2
72256,1,0,0,2,0,0,3
111066,0,0,0,1,1,1,3
84919,0,0,0,1,0,0,1
108014,0,0,0,1,0,0,2
66443,1,0,0,1,0,1,2
42650,0,0,0,0,0,0,2
118282,0,0,0,1,1,0,2
99265,0,0,0,1,0,2,2
14640,1,0,24,0,0,2,5
32678,0,0,0,1,0,0,1
67146,1,0,0,0,0,2,2
57341,1,0,0,0,0,0,3
118343,0,0,0,1,0,2,5
62643,1,0,0,0,0,2,2
87466,0,0,0,0,0,0,2
16181,0,0,0,1,0,2,6
17836,0,0,0,0,0,0,1
76178,0,2,0,3,2,1,0
29737,0,0,0,0,0,0,1
65403,1,0,0,0,0,0,3
105319,0,0,0,0,0,0,4
104055,0,0,0,0,0,0,3
6932,1,0,0,0,0,2,3
24170,0,0,0,0,0,2,2
70487,1,0,0,0,0,0,3
24446,0,0,0,1,0,0,4
14034,0,1,0,0,0,0,1
75608,1,0,1,0,0,2,1
26374,0,0,0,2,1,2,4
46151,0,0,0,0,1,0,3
113491,0,0,0,0,0,0,3
113744,0,0,0,2,1,2,2
64933,1,0,0,1,0,0,3
61715,1,0,0,0,0,0,1
81655,0,0,0,0,1,0,4
107302,0,0,0,0,0,1,2
26519,0,0,0,0,0,0,2
117502,0,0,0,1,0,1,1
26663,0,0,0,0,1,4,9
26223,0,0,0,1,1,0,2
785,1,0,0,0,0,1,4
75349,1,0,1,0,0,0,2
25174,0,0,0,0,0,2,8
70697,1,0,0,0,0,2,5
47682,1,0,0,0,0,2,2
28996,0,0,0,1,0,2,1
71341,1,0,0,0,0,1,0
77953,0,0,0,0,0,2,1
28333,0,0,0,0,2,0,4
115976,0,0,0,2,0,1,5
15434,0,0,0,0,0,0,1
86518,0,0,0,0,0,2,3
17867,0,2,0,0,0,1,2
74410,1,0,1,0,0,1,1
86190,0,0,0,0,1,0,1
54338,1,0,0,0,0,1,2
87832,0,0,0,1,0,0,3
82038,0,0,0,0,0,2,4
39142,0,0,0,1,1,2,5
54970,1,0,0,0,0,0,2
57407,1,0,0,0,0,0,2
8497,0,0,0,0,1,0,3
12325,1,0,0,1,0,2,7
15318,0,0,0,1,1,2,2
100691,0,0,0,2,0,0,2
10523,1,0,0,1,0,2,5
69100,1,0,0,0,0,1,2
85432,0,0,0,0,0,0,5
72455,1,0,0,0,0,1,5
3692,0,0,0,0,0,0,4
99110,0,0,0,2,0,1,0
77149,0,0,0,0,0,1,2
48610,1,0,0,1,1,0,2
85198,0,0,0,0,1,2,1
9504,1,0,0,2,0,2,2
33252,0,0,0,0,0,1,3
44620,1,0,0,0,0,1,1
56535,1,0,0,0,0,3,6
25861,0,0,0,0,0,0,0
41423,0,0,0,2,0,1,0
96468,0,0,0,2,0,2,0
117727,0,0,0,0,0,1,4
33397,0,0,0,0,1,0,2
46983,1,0,0,0,0,2,1
20523,0,0,0,0,0,0,1
33074,0,0,0,0,0,1,0
85809,0,0,0,1,0,0,4
66228,1,0,0,0,0,0,3
78933,0,0,0,0,0,0,1
66106,1,0,0,0,0,1,3
28239,0,0,0,0,0,0,1
11137,1,0,0,0,0,2,1
36683,0,0,0,0,0,2,3
43246,1,0,0,0,0,2,3
26880,0,0,0,3,1,2,2
14770,0,0,0,0,0,1,0
116246,0,0,0,0,0,1,2
64962,1,0,0,0,0,0,4
82944,0,0,0,1,0,1,2
62425,1,0,0,0,0,0,1
104518,0,0,0,2,0,0,1
61521,1,0,0,2,0,0,1
102037,0,0,0,2,0,0,3
110435,0,0,0,1,0,0,4
81632,0,0,0,1,0,0,4
12831,1,0,0,0,0,2,5
100211,0,0,0,1,1,1,2
75391,1,0,1,0,0,0,2
54,0,0,0,2,0,0,1
69550,1,0,0,0,0,2,3
116205,0,0,0,1,0,1,1
108334,0,0,0,1,0,1,1
111893,0,0,0,0,0,2,3
14610,1,0,1,1,0,2,2
1935,0,0,0,3,0,2,5
44435,1,0,0,0,0,0,2
69028,1,0,0,0,0,2,1
91814,0,0,0,1,0,0,2
103432,0,0,0,3,0,2,3
57454,1,0,0,0,0,0,1
76831,1,0,0,0,1,1,4
43787,0,0,0,0,0,1,1
26832,0,0,0,0,1,3,6
14499,0,4,0,0,0,0,1
91486,0,0,0,2,0,1,3
88337,0,0,0,1,0,1,2
16527,0,0,0,1,0,2,5
60827,1,0,0,0,0,1,2
47070,1,0,0,0,0,2,1
111510,0,0,0,2,0,0,3
35665,0,0,0,0,0,2,5
113435,0,0,0,1,2,0,3
23943,0,0,0,0,0,2,5
95569,0,0,0,1,0,2,2
8262,1,0,0,0,0,0,4
103262,0,0,0,1,0,1,3
31335,0,0,0,1,0,0,1
67764,1,0,0,0,0,0,5
94638,0,0,0,1,0,2,2
33427,0,0,0,1,0,0,3
117032,0,0,0,2,0,2,5
24756,0,0,0,0,0,2,5
111373,0,0,0,2,0,1,3
95659,0,0,0,0,1,0,1
88943,0,0,0,1,0,1,2
100508,0,0,0,1,0,1,2
42585,0,0,0,0,0,0,2
63339,1,0,0,0,0,1,1
117417,0,0,0,0,0,1,5
96812,0,0,0,4,0,1,4
58797,1,0,0,0,0,0,2
52373,1,0,0,0,0,0,2
63711,1,0,0,2,0,1,1
94501,0,0,0,2,0,1,4
15737,0,0,0,0,0,1,4
116450,0,0,0,1,0,0,2
16415,0,0,0,2,0,0,2
74675,1,0,1,0,0,1,1
115804,0,0,0,2,0,0,3
114402,0,0,0,1,0,0,1
5539,1,0,0,1,2,0,2
93368,0,0,0,1,2,0,4
99768,0,0,0,0,0,0,1
64984,1,0,0,0,0,0,3
93713,0,0,0,0,0,0,2
7738,1,0,0,1,0,2,6
34599,0,0,0,2,1,0,3
15842,1,0,1,0,0,2,4
345,0,0,0,0,0,2,5
8960,1,0,0,1,2,1,3
117838,0,0,0,1,0,1,2
103019,0,0,0,0,0,0,2
33347,0,0,0,0,0,0,1
40716,0,0,0,1,1,0,2
13395,1,0,0,0,0,2,4
18122,0,1,0,0,0,0,2
9992,1,0,0,0,0,0,2
23389,0,0,0,0,0,0,3
56835,1,0,0,0,0,1,2
38345,0,0,0,1,0,1,3
98958,0,0,0,1,0,0,4
41172,0,0,0,0,0,1,1
81135,1,0,1,0,0,1,2
88115,0,6,0,1,0,0,1
82187,1,0,1,0,0,0,2
42444,0,0,0,1,0,2,4
11939,1,0,0,1,0,2,5
66810,1,0,0,1,0,0,4
16296,0,0,0,0,0,2,5
1036,1,0,0,0,0,0,4
37894,0,0,0,0,0,0,2
113097,0,0,0,2,0,0,3
64623,1,0,0,0,0,0,2
115837,0,0,0,2,2,0,3
99570,0,0,0,1,0,2,0
60791,1,0,0,1,0,2,3
43268,0,0,0,0,0,2,3
109748,0,0,0,2,0,0,1
41658,0,0,0,1,0,0,2
60638,1,0,0,2,1,0,4
27697,0,0,0,0,0,2,2
87587,0,0,0,0,0,2,0
114873,0,0,0,1,1,0,3
95429,0,0,0,1,0,1,5
46190,1,0,0,0,0,0,3
253,0,0,0,1,2,0,2
43005,0,0,0,0,0,1,1
96094,0,0,0,0,0,2,2
102135,0,0,0,1,0,2,2
50824,1,0,0,0,0,0,2
10824,1,0,0,0,0,2,5
83907,0,0,0,1,0,0,1
105636,0,0,0,1,0,0,2
4208,1,0,0,0,0,1,2
100381,0,0,0,2,0,0,3
30211,0,0,0,1,0,0,4
5878,1,0,0,0,0,0,4
85597,0,0,0,0,0,0,1
4635,1,0,0,0,0,1,3
94759,0,0,0,3,1,0,3
111409,0,0,0,1,0,0,3
51155,0,0,0,1,4,1,4
75913,1,0,1,0,0,0,2
52864,0,0,0,1,0,0,2
52600,1,0,0,0,0,0,2
63501,1,0,0,0,1,0,3
36058,0,0,0,1,0,2,5
76894,1,0,1,0,0,1,0
48402,1,0,0,0,0,0,2
31918,0,0,0,1,0,0,3
38228,0,0,0,1,0,1,2
79503,0,0,0,2,0,0,1
17194,0,0,0,0,0,1,3
37122,0,0,0,1,5,2,1
68785,1,0,0,0,0,0,3
43280,1,0,0,0,0,2,3
94944,0,0,0,1,0,0,1
30365,0,0,0,0,0,0,4
1443,0,0,0,2,0,2,5
27789,0,0,0,0,0,0,1
22668,0,0,0,0,0,2,0
33660,0,0,0,0,1,2,5
75404,1,0,1,0,0,0,2
77116,1,0,0,0,0,0,1
110836,0,0,0,0,1,1,2
