Id,ADR,Adults,Children,DepositType,IsRepeatedGuest,LeadTime,Meal
29338,37.8,2,0,No Deposit,0,85,BB
9833,37.8,2,0,No Deposit,0,124,BB
9906,37.8,2,0,No Deposit,0,169,BB
30137,37.8,2,0,No Deposit,0,62,BB
102722,38,2,0,No Deposit,0,39,BB
29107,38,2,0,No Deposit,0,292,BB
29112,38,2,0,No Deposit,0,13,BB
31434,38.04,2,0,No Deposit,0,74,BB
20860,38.13,2,1,No Deposit,0,23,BB
20503,38.33,2,0,No Deposit,0,20,BB
32366,38.4,2,0,No Deposit,0,25,BB
30223,38.62,2,0,No Deposit,0,26,BB
84644,38.67,2,0,No Deposit,0,106,BB
3464,38.7,2,0,No Deposit,0,261,BB
19908,38.86,2,0,No Deposit,0,159,BB
3883,38.88,2,0,No Deposit,0,99,BB
30589,39,2,0,No Deposit,0,3,BB
28894,39.4,2,0,No Deposit,0,234,HB
32565,39.44,2,0,No Deposit,0,136,BB
104517,39.6,2,0,No Deposit,0,0,No meal
30826,39.8,2,0,No Deposit,0,191,BB
5933,39.83,2,0,No Deposit,0,304,BB
18276,39.91,2,0,No Deposit,0,35,BB
27968,40,2,0,No Deposit,0,11,BB
32736,40,2,0,No Deposit,0,73,BB
10101,40,2,0,No Deposit,0,74,BB
32693,40,2,0,No Deposit,0,16,BB
20129,40,2,0,No Deposit,0,3,BB
33413,40,2,0,No Deposit,0,65,BB
14199,40.05,2,0,Non Refund,0,259,BB
14209,40.05,2,0,Non Refund,0,259,BB
14184,40.05,2,0,Non Refund,0,259,BB
14175,40.05,2,0,Non Refund,0,259,BB
14195,40.05,2,0,Non Refund,0,259,BB
14161,40.05,2,0,Non Refund,0,259,BB
3437,40.5,2,0,No Deposit,0,81,BB
21487,40.5,2,0,No Deposit,0,102,BB
2924,40.5,2,0,No Deposit,0,30,BB
33548,40.5,2,0,No Deposit,0,176,BB
29077,40.54,2,0,No Deposit,0,30,BB
20455,40.65,2,0,No Deposit,0,29,BB
82386,40.67,2,0,No Deposit,0,25,BB
30211,40.8,2,0,No Deposit,0,25,BB
31310,40.81,2,0,No Deposit,0,170,BB
33885,40.95,2,0,No Deposit,0,166,BB
11049,40.95,2,0,No Deposit,0,109,BB
11075,40.95,2,0,No Deposit,0,39,BB
35745,40.95,2,0,No Deposit,0,113,BB
35758,40.95,2,0,No Deposit,0,75,BB
31937,41,2,0,No Deposit,0,2,BB
30329,41,2,0,No Deposit,1,0,BB
22560,41.04,2,0,No Deposit,0,115,BB
30612,41.11,2,0,No Deposit,0,5,BB
3926,41.4,2,0,No Deposit,0,111,BB
23943,41.4,2,0,No Deposit,0,106,BB
29081,41.4,2,0,No Deposit,0,61,BB
3426,41.4,2,0,No Deposit,0,81,BB
3427,41.4,2,0,No Deposit,0,81,BB
22402,41.4,2,0,No Deposit,0,55,BB
3784,41.4,2,0,No Deposit,0,187,BB
85347,41.43,2,0,No Deposit,0,150,BB
45322,41.43,2,0,No Deposit,0,114,BB
33014,41.47,2,0,No Deposit,0,88,BB
2245,41.6,2,0,No Deposit,0,175,BB
33910,41.6,2,0,No Deposit,0,241,BB
33904,41.6,2,0,No Deposit,0,241,BB
5582,41.62,2,0,No Deposit,0,232,BB
23389,41.76,2,0,No Deposit,0,113,BB
33544,42,2,0,No Deposit,0,0,BB
10188,42,2,0,No Deposit,0,120,BB
30713,42,2,0,No Deposit,0,94,BB
23560,42,2,0,No Deposit,1,70,BB
17517,42,2,0,No Deposit,0,153,BB
10122,42,2,0,No Deposit,0,79,BB
10199,42,2,0,No Deposit,0,112,BB
10124,42,2,0,No Deposit,0,79,BB
31497,42,2,0,No Deposit,0,25,BB
29324,42,2,0,No Deposit,0,56,BB
9899,42,2,0,No Deposit,0,76,BB
9750,42,2,0,No Deposit,0,113,BB
17520,42,2,0,No Deposit,0,2,BB
32872,42,2,0,No Deposit,0,116,BB
33621,42,2,0,No Deposit,0,140,BB
33313,42.25,2,0,No Deposit,0,7,BB
5453,42.3,2,0,No Deposit,0,255,BB
27909,42.3,2,0,No Deposit,0,342,BB
32927,42.38,2,0,No Deposit,0,29,BB
2562,42.5,2,0,No Deposit,0,0,BB
33074,42.5,2,1,No Deposit,0,2,BB
5496,42.5,2,0,No Deposit,0,199,HB
2557,42.5,2,0,No Deposit,0,36,BB
1899,42.5,2,0,No Deposit,0,131,BB
4465,42.5,2,0,No Deposit,0,166,BB
104227,42.5,2,0,No Deposit,0,16,BB
29034,42.81,2,0,No Deposit,0,81,BB
18900,43,2,0,No Deposit,0,5,BB
18615,43,2,0,No Deposit,0,0,BB
18161,43,2,0,No Deposit,0,0,BB
20554,43,2,0,No Deposit,0,0,BB
18789,43,2,0,No Deposit,0,0,BB
20193,43,2,0,No Deposit,0,0,BB
20107,43,2,0,No Deposit,0,0,BB
17190,43.08,2,0,No Deposit,0,285,BB
2968,43.2,2,0,No Deposit,0,37,BB
35867,43.2,2,0,No Deposit,0,153,BB
17631,43.2,2,0,No Deposit,0,31,BB
10835,43.2,2,0,No Deposit,0,214,BB
29345,43.2,2,0,No Deposit,1,6,BB
3069,43.2,2,0,No Deposit,0,2,BB
30009,43.2,2,0,No Deposit,0,41,BB
35929,43.2,2,0,No Deposit,0,194,BB
4468,43.33,2,0,No Deposit,0,186,BB
32620,43.5,2,0,No Deposit,0,82,BB
29425,43.8,2,0,No Deposit,0,50,BB
30591,43.8,2,0,No Deposit,0,98,BB
28474,43.89,2,0,No Deposit,0,28,BB
28465,43.89,2,0,No Deposit,0,28,BB
1966,43.93,2,0,No Deposit,0,77,BB
33086,43.96,2,0,No Deposit,0,23,BB
31751,44,2,0,No Deposit,0,6,BB
31351,44,2,0,No Deposit,0,0,BB
31443,44,2,0,No Deposit,0,6,BB
31360,44,2,0,No Deposit,0,0,BB
21974,44,2,0,No Deposit,0,82,BB
9041,44,2,0,No Deposit,0,16,BB
33125,44,2,0,No Deposit,0,13,BB
28954,44,2,0,No Deposit,0,11,BB
31323,44,2,0,No Deposit,0,0,BB
30617,44,2,0,No Deposit,0,0,BB
28952,44,2,0,No Deposit,0,62,BB
31969,44,2,0,No Deposit,0,46,BB
31187,44,2,0,No Deposit,0,0,BB
31521,44,2,0,No Deposit,0,4,BB
31438,44,2,0,No Deposit,0,0,BB
30993,44.27,2,0,No Deposit,0,350,BB
17194,44.5,2,0,No Deposit,0,287,BB
17076,44.5,2,0,No Deposit,0,287,BB
2186,44.5,2,0,Non Refund,0,170,BB
17083,44.5,2,0,No Deposit,0,287,BB
2185,44.5,2,0,Non Refund,0,170,BB
32395,44.56,2,0,No Deposit,0,9,BB
19967,44.66,2,0,No Deposit,0,0,BB
8804,44.66,2,0,No Deposit,0,71,BB
31670,44.66,2,0,No Deposit,0,1,BB
8803,44.66,2,0,No Deposit,0,71,BB
19569,44.8,2,0,No Deposit,0,9,BB
3835,44.8,2,0,No Deposit,0,26,BB
19320,44.8,2,0,No Deposit,1,0,BB
19629,44.8,2,0,No Deposit,0,5,BB
3834,44.8,2,0,No Deposit,0,34,BB
35416,44.8,2,0,No Deposit,0,116,BB
20228,45,2,0,No Deposit,0,1,BB
18353,45,2,0,No Deposit,0,25,BB
20526,45,2,0,No Deposit,0,1,BB
19978,45,2,0,No Deposit,0,0,BB
32230,45,2,0,No Deposit,0,20,BB
31927,45,2,0,No Deposit,1,0,BB
9930,45,2,0,No Deposit,0,200,HB
2346,45,2,0,No Deposit,0,11,BB
2621,45,2,0,No Deposit,0,111,BB
31407,45,2,0,No Deposit,1,0,BB
30045,45,2,0,No Deposit,0,21,BB
20759,45,2,0,No Deposit,0,0,BB
19740,45,2,0,No Deposit,0,0,BB
20996,45,2,0,No Deposit,0,0,BB
4419,45,2,0,No Deposit,0,14,BB
29577,45.1,2,0,No Deposit,0,0,BB
34260,45.2,2,0,No Deposit,0,56,BB
11652,45.5,2,0,No Deposit,0,103,BB
2456,45.56,2,0,999,0,95,BB
4676,45.6,2,0,No Deposit,0,143,BB
3085,45.64,2,0,No Deposit,0,60,BB
28432,45.89,2,0,No Deposit,0,22,BB
23767,46,2,0,No Deposit,0,40,BB
10180,46,2,0,No Deposit,0,22,No meal
28834,46,2,0,No Deposit,0,0,BB
10400,46,2,0,Non Refund,0,86,No meal
5878,46,2,0,Non Refund,0,151,BB
22508,46,2,0,No Deposit,0,194,BB
27975,46,2,0,No Deposit,0,166,BB
5289,46,2,0,No Deposit,0,189,BB
4587,46,2,0,No Deposit,0,136,FB
5407,46,2,0,Non Refund,0,87,BB
10384,46,2,0,Non Refund,0,86,No meal
10403,46,2,0,Non Refund,0,86,No meal
10397,46,2,0,Non Refund,0,86,No meal
9116,46,2,0,Non Refund,0,378,BB
5285,46,2,0,No Deposit,0,189,BB
5880,46,2,0,Non Refund,0,151,BB
28005,46,2,0,No Deposit,0,118,BB
27974,46,2,0,No Deposit,0,166,BB
10396,46,2,0,Non Refund,0,86,No meal
5615,46,2,0,No Deposit,0,203,BB
8656,46,2,0,No Deposit,0,364,BB
20677,46.2,2,0,No Deposit,0,0,BB
18642,46.24,2,0,No Deposit,0,25,BB
18959,46.4,2,0,No Deposit,0,34,BB
20886,46.4,2,0,No Deposit,0,0,BB
18229,46.4,2,0,No Deposit,0,1,BB
3256,46.4,2,0,No Deposit,0,15,BB
18754,46.4,2,0,No Deposit,0,11,BB
17490,46.5,2,0,No Deposit,0,79,BB
34038,46.64,2,0,No Deposit,0,10,BB
9564,46.8,2,0,No Deposit,0,227,BB
30551,46.8,2,0,No Deposit,0,254,BB
34061,46.8,2,0,No Deposit,0,166,BB
29507,46.8,2,0,No Deposit,0,50,BB
33677,46.8,2,0,No Deposit,0,175,BB
22204,46.96,2,0,No Deposit,0,71,BB
6104,46.98,2,0,No Deposit,0,277,BB
5135,46.98,2,0,No Deposit,0,206,BB
5463,46.98,2,0,No Deposit,0,186,BB
33744,47,2,0,No Deposit,0,126,BB
33309,47,2,0,No Deposit,0,7,BB
2651,47,2,0,Non Refund,0,148,BB
2650,47,2,0,Non Refund,0,148,BB
11518,47,2,0,Non Refund,0,471,BB
23934,47,2,0,No Deposit,0,18,BB
2656,47,2,0,Non Refund,0,148,BB
18168,47.12,2,0,No Deposit,0,15,BB
24077,47.13,2,0,No Deposit,0,109,BB
23251,47.4,2,0,No Deposit,0,152,BB
2756,47.45,2,0,No Deposit,0,11,BB
32182,47.5,2,0,No Deposit,0,10,BB
3292,47.6,2,0,No Deposit,0,88,BB
20747,48,2,0,No Deposit,0,0,BB
16369,48,2,0,No Deposit,1,0,BB
23675,48,2,0,No Deposit,0,236,BB
32147,48,2,0,No Deposit,0,0,BB
28822,48,2,0,No Deposit,0,66,BB
32867,48,2,0,No Deposit,0,60,BB
32723,48,2,0,No Deposit,0,18,BB
31355,48,2,0,No Deposit,0,7,BB
23662,48,2,0,No Deposit,0,236,BB
75900,48,2,0,No Deposit,0,199,BB
21419,48,2,0,No Deposit,0,0,BB
5687,48,2,0,No Deposit,0,236,BB
5670,48,2,0,No Deposit,0,236,BB
8525,48,2,0,No Deposit,0,383,BB
8944,48,2,0,No Deposit,0,151,BB
23642,48,2,0,No Deposit,0,236,BB
19615,48,2,0,No Deposit,0,38,BB
22073,48,2,0,No Deposit,0,2,BB
23666,48,2,0,No Deposit,0,236,BB
9092,48,2,0,No Deposit,0,245,BB
43019,48,2,0,No Deposit,0,60,BB
9997,48,2,0,No Deposit,0,54,BB
30675,48,2,0,No Deposit,0,35,BB
17493,48,2,0,No Deposit,0,8,BB
10071,48,2,0,No Deposit,0,30,BB
4254,48,2,0,No Deposit,0,74,BB
75913,48,2,0,No Deposit,0,207,BB
28103,48,2,0,No Deposit,0,383,BB
35528,48,2,0,No Deposit,0,8,BB
32094,48,2,0,No Deposit,0,1,BB
20147,48,2,0,No Deposit,0,21,HB
22004,48,2,0,No Deposit,0,0,BB
32175,48,2,0,No Deposit,0,1,BB
4335,48,2,0,No Deposit,0,50,BB
29922,48,2,0,No Deposit,0,1,BB
22048,48,2,0,No Deposit,0,0,BB
19932,48,2,0,No Deposit,0,9,BB
36146,48,2,0,No Deposit,0,203,BB
78227,48,2,0,No Deposit,0,17,BB
4271,48,2,0,No Deposit,0,40,BB
8515,48,2,0,No Deposit,0,383,BB
19223,48,2,0,No Deposit,0,2,BB
17597,48,2,0,No Deposit,0,20,BB
35935,48,2,0,No Deposit,0,95,BB
29991,48,2,0,No Deposit,0,12,BB
21712,48,2,0,No Deposit,0,16,BB
19419,48,2,0,No Deposit,0,0,BB
75914,48,2,0,No Deposit,0,207,BB
32362,48,2,0,No Deposit,0,0,BB
19677,48,2,0,No Deposit,0,6,BB
10078,48,2,0,No Deposit,0,16,BB
32002,48,2,0,No Deposit,0,43,BB
19669,48,2,0,No Deposit,0,16,BB
21049,48,2,0,No Deposit,0,1,BB
8520,48,2,0,No Deposit,0,383,BB
22066,48,2,0,No Deposit,0,2,BB
18079,48,2,0,No Deposit,0,3,BB
18374,48,2,0,No Deposit,1,1,BB
32274,48,2,0,No Deposit,0,21,BB
20183,48,2,0,No Deposit,0,21,BB
22055,48,2,0,No Deposit,1,0,BB
10777,48,2,0,No Deposit,0,313,BB
33139,48,2,0,No Deposit,0,0,BB
10673,48,2,0,No Deposit,0,63,BB
9855,48,2,0,No Deposit,0,24,BB
2821,48,2,0,No Deposit,0,0,BB
3841,48,2,0,No Deposit,0,11,BB
9894,48,2,0,No Deposit,0,36,BB
32763,48,2,0,No Deposit,0,73,BB
34296,48,2,0,No Deposit,0,152,BB
75901,48,2,0,No Deposit,0,199,BB
23703,48,2,0,No Deposit,0,383,BB
17547,48,2,0,No Deposit,0,0,BB
78217,48,2,0,No Deposit,0,17,BB
31232,48,2,0,No Deposit,0,24,BB
34067,48,2,0,No Deposit,0,103,BB
4143,48,2,0,No Deposit,0,21,BB
8529,48,2,0,No Deposit,0,383,BB
29731,48,2,0,No Deposit,0,12,BB
10246,48,2,0,999,0,33,BB
34159,48,2,0,No Deposit,0,47,BB
28096,48,2,0,No Deposit,0,383,BB
75915,48,2,-5,No Deposit,0,207,BB
75883,48,2,0,No Deposit,0,195,BB
19915,48,2,0,No Deposit,0,0,BB
19693,48,2,0,No Deposit,0,2,BB
20810,48,2,0,No Deposit,0,30,BB
8526,48,2,0,No Deposit,0,383,BB
2727,48,2,0,No Deposit,0,1,BB
13925,48,2,0,No Deposit,0,5,BB
18346,48,2,0,No Deposit,0,1,BB
21984,48,2,0,No Deposit,0,1,BB
30365,48.12,2,0,No Deposit,0,234,BB
17185,48.2,2,0,No Deposit,0,9,BB
29326,48.47,2,0,No Deposit,0,73,BB
2692,48.6,2,0,No Deposit,0,25,BB
30908,48.6,2,0,No Deposit,1,1,BB
30567,48.8,2,0,No Deposit,0,65,BB
16456,48.88,2,0,No Deposit,0,293,BB
8847,49,2,0,No Deposit,0,386,BB
28636,49,2,0,No Deposit,0,386,BB
32993,49,2,0,No Deposit,0,16,BB
8960,49,2,0,No Deposit,0,66,BB
28667,49,2,0,No Deposit,0,386,BB
11065,49,2,0,No Deposit,0,252,BB
17927,49,2,0,No Deposit,0,2,BB
28611,49,2,0,No Deposit,0,36,BB
8845,49,2,0,No Deposit,0,386,BB
19060,49,2,0,No Deposit,0,47,BB
34171,49,2,0,No Deposit,0,19,BB
28576,49,2,0,No Deposit,0,386,BB
8848,49,2,0,No Deposit,0,386,BB
28637,49,2,0,No Deposit,0,386,BB
45095,49.07,2,0,No Deposit,0,86,BB
17687,49.2,2,0,No Deposit,0,30,BB
18222,49.3,2,0,No Deposit,0,3,BB
19748,49.5,2,0,No Deposit,0,27,HB
17607,49.5,2,0,No Deposit,0,269,HB
17683,49.5,2,0,No Deposit,0,24,BB
8939,49.57,2,0,No Deposit,0,167,BB
21324,49.74,2,0,No Deposit,0,13,BB
14322,49.95,2,0,Non Refund,0,222,FB
14315,49.95,2,0,Non Refund,0,222,FB
14330,49.95,2,0,Non Refund,0,222,FB
16902,50,2,0,No Deposit,0,44,BB
35467,50,2,0,No Deposit,0,70,BB
32755,50,2,0,No Deposit,0,0,BB
80448,50,2,0,No Deposit,0,24,BB
35014,50,2,0,No Deposit,0,1,BB
18999,50,2,0,No Deposit,0,0,BB
14263,50,2,0,Non Refund,0,275,HB
14282,50,2,0,Non Refund,0,275,HB
14264,50,2,0,Non Refund,0,275,HB
2263,50,2,0,No Deposit,0,44,BB
3948,50,2,0,No Deposit,0,103,HB
29787,50,2,0,No Deposit,0,67,HB
28076,50,2,0,No Deposit,0,11,BB
32406,50,2,0,No Deposit,0,19,BB
16890,50,2,0,No Deposit,0,7,BB
28050,50,2,0,No Deposit,0,11,BB
33361,50,2,0,No Deposit,0,11,BB
3955,50,2,0,No Deposit,0,103,HB
20813,50,2,0,No Deposit,0,0,BB
80447,50,2,0,No Deposit,0,24,BB
34166,50,2,0,No Deposit,0,27,BB
16354,50.15,2,0,No Deposit,0,200,BB
105193,50.2,2,0,No Deposit,0,245,BB
29828,50.22,2,0,No Deposit,0,38,BB
21978,50.24,2,1,No Deposit,0,64,HB
8819,50.4,2,0,No Deposit,0,386,BB
16940,50.4,2,0,No Deposit,0,2,BB
2383,50.4,2,0,No Deposit,0,2,BB
3558,50.4,2,0,No Deposit,0,70,BB
3802,50.4,2,0,No Deposit,0,200,BB
31201,50.4,2,2,No Deposit,0,5,BB
16864,50.4,2,0,No Deposit,0,69,BB
17147,50.5,2,0,No Deposit,0,287,BB
33798,50.55,2,0,No Deposit,0,96,HB
29145,50.57,2,0,No Deposit,0,147,BB
20109,50.67,2,0,No Deposit,0,5,BB
19710,50.8,2,0,No Deposit,0,55,BB
34324,50.85,2,0,No Deposit,0,78,BB
11432,50.85,2,0,No Deposit,0,189,BB
6315,50.88,2,0,No Deposit,0,322,BB
23349,50.93,2,0,No Deposit,0,108,BB
84885,51,2,0,No Deposit,0,52,No meal
19758,51,2,0,No Deposit,0,0,BB
19790,51,2,0,No Deposit,0,1,BB
60459,51,2,0,No Deposit,0,200,No meal
22391,51,2,0,No Deposit,0,80,No meal
29165,51.04,2,0,No Deposit,0,8,BB
83269,51.09,2,0,No Deposit,0,76,No meal
30760,51.13,2,0,No Deposit,0,124,BB
25654,51.29,2,0,No Deposit,0,104,BB
4734,51.3,2,0,No Deposit,0,224,BB
9783,51.3,2,0,No Deposit,0,275,BB
21050,51.49,2,1,No Deposit,0,29,BB
29714,51.84,2,0,No Deposit,0,40,HB
24472,51.85,2,0,No Deposit,0,96,BB
8177,51.85,2,0,No Deposit,0,243,BB
47348,51.97,2,0,No Deposit,0,64,No meal
81427,51.97,2,1,No Deposit,0,31,No meal
11062,51.97,2,0,No Deposit,0,214,BB
60271,52,2,0,Non Refund,0,308,BB
9878,52,2,0,No Deposit,0,3,BB
60280,52,2,0,Non Refund,0,308,BB
82407,52,2,0,No Deposit,0,50,BB
84598,52,2,0,No Deposit,0,92,BB
60475,52,2,0,Non Refund,0,315,BB
4290,52,2,0,Non Refund,0,219,HB
32141,52,2,0,No Deposit,0,67,BB
82414,52,2,0,No Deposit,0,50,BB
4303,52,2,0,Non Refund,0,219,HB
8428,52,2,0,Non Refund,0,157,BB
60049,52,2,0,Non Refund,0,301,BB
60480,52,2,0,Non Refund,0,315,BB
60048,52,2,0,Non Refund,0,301,BB
10224,52,2,0,No Deposit,0,21,BB
31753,52,2,0,No Deposit,0,0,BB
17778,52.2,2,0,No Deposit,0,31,BB
23973,52.2,2,0,No Deposit,0,154,BB
5196,52.2,2,0,No Deposit,0,106,BB
22434,52.2,2,0,No Deposit,0,83,BB
5104,52.2,2,0,No Deposit,0,133,BB
22635,52.2,2,0,No Deposit,0,153,BB
4966,52.2,2,0,No Deposit,0,197,BB
23369,52.2,2,0,No Deposit,0,159,BB
21863,52.2,2,0,No Deposit,0,24,BB
8437,52.2,2,0,No Deposit,0,403,BB
5978,52.2,2,0,No Deposit,0,262,BB
23944,52.2,2,0,No Deposit,0,165,BB
22169,52.27,2,0,No Deposit,0,77,BB
29054,52.4,2,0,No Deposit,0,40,HB
18492,52.4,2,0,No Deposit,0,28,BB
17112,52.5,2,0,No Deposit,0,287,BB
33791,52.55,2,0,No Deposit,0,96,HB
24054,52.59,2,0,No Deposit,0,128,BB
34068,52.8,2,0,No Deposit,0,90,BB
17008,52.8,2,0,No Deposit,0,6,BB
19422,52.8,2,0,No Deposit,0,20,BB
19930,52.8,2,0,No Deposit,0,0,BB
36058,52.85,2,0,No Deposit,0,120,BB
35983,52.85,2,0,No Deposit,0,105,BB
35109,52.85,2,0,No Deposit,0,82,BB
20339,53,2,0,No Deposit,0,8,BB
31936,53,2,0,No Deposit,0,0,BB
1770,53.1,2,0,No Deposit,0,305,BB
84352,53.19,2,1,No Deposit,0,31,No meal
85567,53.5,2,0,No Deposit,0,19,HB
30262,53.55,2,0,No Deposit,0,0,BB
1922,53.69,2,0,No Deposit,0,124,
19070,53.71,2,0,No Deposit,0,3,HB
24913,53.85,2,0,No Deposit,0,164,BB
24901,53.85,2,0,No Deposit,0,157,BB
24900,53.85,2,0,No Deposit,0,157,BB
24540,53.85,2,0,No Deposit,0,157,BB
8055,53.85,2,0,No Deposit,0,390,BB
8058,53.85,2,0,No Deposit,0,390,BB
5596,53.87,2,0,No Deposit,0,192,BB
17984,54,2,0,No Deposit,1,4,BB
11478,54,2,0,No Deposit,0,310,BB
9372,54,2,0,No Deposit,0,139,BB
35339,54,2,0,No Deposit,0,97,BB
29985,54,2,0,No Deposit,0,81,BB
29467,54,2,0,No Deposit,0,27,HB
16807,54,2,0,No Deposit,0,90,BB
23637,54,2,0,No Deposit,0,236,BB
35431,54,2,0,No Deposit,0,248,BB
9992,54,2,0,Non Refund,0,238,HB
9375,54,2,0,No Deposit,0,214,BB
30072,54,2,0,No Deposit,0,117,BB
36205,54,2,0,No Deposit,0,319,BB
18456,54,2,0,No Deposit,0,2,BB
21528,54,2,0,No Deposit,0,52,BB
11593,54,2,0,No Deposit,0,312,BB
81975,54,2,0,No Deposit,0,18,BB
20164,54,2,0,No Deposit,0,21,BB
10988,54,2,0,No Deposit,0,144,BB
34904,54,2,0,No Deposit,0,267,BB
31194,54,2,0,No Deposit,0,26,BB
11438,54,2,0,No Deposit,0,337,BB
11489,54,2,0,No Deposit,0,333,BB
31306,54,2,0,No Deposit,0,94,BB
11299,54,2,0,No Deposit,0,214,BB
106275,54,2,1,No Deposit,0,4,BB
35441,54,2,0,No Deposit,0,198,BB
33088,54,2,0,No Deposit,0,0,BB
22413,54.2,2,0,No Deposit,0,155,BB
20144,54.21,2,0,No Deposit,0,2,BB
104302,54.21,2,0,No Deposit,0,6,No meal
20146,54.21,2,0,No Deposit,0,2,BB
80281,54.31,2,0,No Deposit,0,0,BB
20308,54.4,2,0,No Deposit,0,57,BB
8543,54.5,2,0,No Deposit,0,151,BB
105278,54.71,2,0,No Deposit,0,152,No meal
107508,54.71,2,0,No Deposit,0,51,No meal
14669,54.99,2,0,Non Refund,0,260,BB
14679,54.99,2,0,Non Refund,0,267,BB
14809,54.99,2,0,Non Refund,0,260,BB
14671,54.99,2,0,Non Refund,0,267,BB
14807,54.99,2,0,Non Refund,0,260,BB
14808,54.99,2,0,Non Refund,0,260,BB
18979,55,2,0,No Deposit,0,20,BB
80562,55,2,0,No Deposit,0,12,BB
8586,55,2,0,No Deposit,0,131,BB
6151,55,2,0,No Deposit,0,116,BB
28175,55,2,0,No Deposit,0,10,BB
3598,55,2,0,Non Refund,0,0,BB
85431,55,2,0,No Deposit,0,126,BB
28740,55,2,0,No Deposit,0,103,BB
20398,55,2,0,No Deposit,0,4,BB
22018,55,2,0,No Deposit,0,12,BB
19016,55,2,0,No Deposit,0,29,BB
28632,55,2,0,No Deposit,0,386,BB
19143,55,2,0,No Deposit,0,17,BB
31887,55,2,0,No Deposit,0,21,BB
31942,55,2,0,No Deposit,0,9,BB
8598,55,2,0,No Deposit,0,10,BB
28165,55,2,0,No Deposit,0,131,BB
19118,55,2,0,No Deposit,0,7,BB
3542,55,2,0,No Deposit,0,131,HB
31755,55,2,0,No Deposit,0,7,BB
19017,55,2,0,No Deposit,0,2,BB
8612,55,2,0,No Deposit,0,131,BB
3962,55,2,0,No Deposit,0,39,HB
35429,55,2,0,No Deposit,0,2,BB
3531,55,2,0,No Deposit,0,131,HB
9022,55.25,2,0,No Deposit,0,177,BB
9017,55.25,2,0,No Deposit,0,206,BB
21110,55.35,2,0,No Deposit,0,45,BB
31954,55.4,2,0,No Deposit,0,15,BB
21808,55.4,2,0,No Deposit,0,9,BB
18791,55.4,2,0,No Deposit,0,14,HB
30453,55.44,2,0,No Deposit,0,22,BB
29156,55.65,2,0,No Deposit,0,17,BB
14801,55.68,2,0,No Deposit,0,149,BB
16007,55.68,2,0,No Deposit,0,200,BB
81,55.68,2,0,No Deposit,0,364,BB
14874,55.68,2,0,No Deposit,0,157,BB
20626,55.73,2,0,No Deposit,0,24,BB
32121,55.8,2,0,No Deposit,0,177,BB
29207,55.8,2,0,No Deposit,0,36,BB
9537,55.8,2,0,No Deposit,0,172,BB
9320,55.8,2,0,No Deposit,0,215,BB
2065,55.8,2,0,No Deposit,0,56,BB
9307,55.8,2,0,No Deposit,0,159,BB
10132,55.8,2,0,No Deposit,0,284,BB
32058,55.8,2,0,No Deposit,0,202,BB
10637,55.8,2,0,No Deposit,0,180,BB
29220,55.8,2,0,No Deposit,0,29,BB
33839,55.8,2,0,No Deposit,0,84,HB
9308,55.8,2,0,No Deposit,0,56,BB
9488,55.8,2,0,No Deposit,0,152,BB
5526,55.83,2,0,No Deposit,0,288,BB
23645,55.87,2,0,No Deposit,0,13,BB
74286,55.96,2,0,No Deposit,0,211,BB
17537,56,2,0,No Deposit,0,11,BB
4160,56,2,0,No Deposit,0,31,BB
20643,56,2,0,No Deposit,0,2,HB
17109,56,2,0,No Deposit,0,58,BB
2475,56,2,0,No Deposit,0,0,BB
2389,56,2,0,No Deposit,0,9,BB
28071,56,2,0,No Deposit,0,11,BB
18746,56,2,0,No Deposit,0,28,BB
35811,56,2,0,No Deposit,0,326,BB
10571,56,2,0,No Deposit,0,105,BB
30089,56,2,0,No Deposit,0,120,BB
17262,56,2,0,No Deposit,0,35,BB
4684,56,2,0,No Deposit,0,76,BB
18558,56,2,0,No Deposit,0,0,BB
17220,56,2,0,No Deposit,0,93,BB
20592,56,2,0,No Deposit,1,0,BB
2746,56,2,0,No Deposit,0,25,BB
2841,56.16,2,0,No Deposit,0,146,BB
18930,56.33,2,0,No Deposit,0,19,BB
2401,56.52,2,0,No Deposit,0,83,BB
6341,56.52,2,0,No Deposit,0,253,BB
84942,56.59,2,0,No Deposit,0,46,BB
36290,56.7,2,0,No Deposit,0,124,BB
36823,56.7,2,0,No Deposit,0,221,BB
11975,56.7,2,0,No Deposit,0,135,BB
23985,56.72,2,0,No Deposit,0,80,BB
34245,56.85,2,0,No Deposit,0,54,BB
2200,56.95,2,0,No Deposit,0,7,BB
27918,56.95,2,0,No Deposit,0,232,BB
16527,56.98,2,0,No Deposit,0,85,BB
28840,57,2,0,No Deposit,0,3,BB
34463,57,2,0,No Deposit,0,49,BB
18988,57.04,2,0,No Deposit,0,50,HB
6120,57.28,2,0,No Deposit,0,204,BB
29679,57.4,2,0,No Deposit,0,153,BB
32063,57.4,2,2,No Deposit,0,4,BB
31067,57.53,2,0,No Deposit,0,231,BB
63718,57.6,2,0,No Deposit,0,70,No meal
8388,57.6,2,0,Non Refund,0,231,BB
108021,57.6,2,0,No Deposit,0,124,No meal
8393,57.6,2,0,Non Refund,0,231,BB
104973,57.6,2,0,No Deposit,0,12,No meal
107622,57.6,2,0,No Deposit,0,50,No meal
29284,57.76,2,0,No Deposit,0,40,BB
31733,57.8,2,0,No Deposit,0,204,BB
23657,57.8,2,0,No Deposit,0,113,BB
